dataset,series,attack,seed,nc,bit_accuracy,ber,votes_total,empty_bins,votes_min,votes_median,votes_mean,votes_max,attack_seeds
Landuse,repeat,object_delete_90pct,8,0.9030161927947856,0.8818359375,0.1181640625,3200,50,0,3.0,3.125,28,[8]
Landuse,repeat,vertex_add_50pct,8,0.9480661016663606,0.9365234375,0.0634765625,62793,0,36,61.0,61.3212890625,215,[8]
Landuse,repeat,noise_50pct_1p4tau,8,0.8491213024464579,0.8193359375,0.1806640625,43666,0,19,42.0,42.642578125,130,[8]
Landuse,repeat,compound,8,0.8708233651742087,0.841796875,0.158203125,24035,0,8,22.0,23.4716796875,265,"[8, 10008, 20008, 30008]"
Landuse,repeat,vertex_delete_30pct,9,0.990511288824751,0.98828125,0.01171875,31583,0,11,30.0,30.8427734375,198,[9]
Landuse,repeat,vertex_delete_50pct,9,0.9300488701239984,0.9140625,0.0859375,24224,0,10,23.0,23.65625,108,[9]
Landuse,repeat,object_delete_30pct,9,0.9984114366459336,0.998046875,0.001953125,30694,0,12,29.0,29.974609375,236,[9]
Landuse,repeat,object_delete_90pct,9,0.9125607717114104,0.892578125,0.107421875,3575,50,0,3.0,3.4912109375,27,[9]
Landuse,repeat,vertex_add_50pct,9,0.9529956111759564,0.9423828125,0.0576171875,62943,0,32,61.0,61.4677734375,234,[9]
Landuse,repeat,noise_50pct_1p4tau,9,0.8670272611857047,0.837890625,0.162109375,43680,0,26,42.0,42.65625,116,[9]
Landuse,repeat,compound,9,0.8825403542709493,0.857421875,0.142578125,24681,0,9,23.0,24.1025390625,279,"[9, 10009, 20009, 30009]"
Landuse,repeat,vertex_delete_30pct,10,0.9825396825396824,0.978515625,0.021484375,31546,0,13,30.0,30.806640625,200,[10]
Landuse,repeat,vertex_delete_50pct,10,0.9358536186096909,0.921875,0.078125,24192,0,7,23.0,23.625,133,[10]
Landuse,repeat,object_delete_30pct,10,0.9992060340153568,0.9990234375,0.0009765625,29691,0,13,28.0,28.9951171875,242,[10]
Landuse,repeat,object_delete_90pct,10,0.9244381069017348,0.90625,0.09375,4214,17,0,4.0,4.115234375,30,[10]
Landuse,repeat,vertex_add_50pct,10,0.9492063492063492,0.9375,0.0625,62918,0,40,61.0,61.443359375,217,[10]
Landuse,repeat,noise_50pct_1p4tau,10,0.8665649447396206,0.83984375,0.16015625,43706,0,20,42.0,42.681640625,115,[10]
Landuse,repeat,compound,10,0.8782841242798086,0.8505859375,0.1494140625,24358,0,9,23.0,23.787109375,271,"[10, 10010, 20010, 30010]"
