dataset,mode,attack,seed,nc,bit_accuracy,ber,extraction_seconds,votes_total,empty_bins,votes_min,votes_median,votes_mean,votes_max,ties,variant,eigengap,retained_vertices
Building,audited,noise_50pct_1p4tau_m,6,0.8560736315967474,0.8251953125,0.1748046875,0.1822594580007717,37076,0,20,36.0,36.20703125,89,44,embed_pca_key,0.5932143036609163,43465
Building,audited,legacy_noise_50pct_1p4degrees,6,0.8526382120272009,0.8212890625,0.1787109375,0.19788058300036937,41895,0,24,40.0,40.9130859375,94,44,embed_pca_key,0.010093070929455156,48284
Building,audited,compound_metric,6,0.8623731799993773,0.8310546875,0.1689453125,0.2091750000254251,21477,0,7,20.0,20.9736328125,74,54,embed_pca_key,0.5961612289720672,25945
Building,audited,vertex_delete_30pct,7,0.9889290024208777,0.986328125,0.013671875,0.20189441600814462,28016,0,10,26.0,27.359375,129,6,embed_pca_key,0.5927475424683379,34405
Building,audited,vertex_delete_50pct,7,0.929651530684448,0.9130859375,0.0869140625,0.41679720900719985,22378,0,6,20.0,21.853515625,132,27,embed_pca_key,0.5952245576828815,28767
Building,audited,object_delete_30pct,7,0.998416467731765,0.998046875,0.001953125,0.19843558297725394,25763,0,9,24.0,25.1591796875,156,1,embed_pca_key,0.5911022845763417,30186
Building,audited,object_delete_90pct,7,0.9059576214078361,0.8857421875,0.1142578125,0.03464012499898672,3659,48,0,3.0,3.5732421875,33,78,embed_pca_key,0.5588092242488487,4291
Building,audited,vertex_add_10pct,7,0.9992072927806908,0.9990234375,0.0009765625,0.33936337498016655,40731,0,17,38.0,39.7763671875,187,1,embed_pca_key,0.5931451727295305,47120
Building,audited,vertex_add_30pct,7,0.9872826467470138,0.984375,0.015625,0.21834116702666506,48222,0,24,46.0,47.091796875,163,6,embed_pca_key,0.5929785063785279,54611
Building,audited,vertex_add_50pct,7,0.9439538943408136,0.931640625,0.068359375,0.22656699997605756,55545,0,33,53.0,54.2431640625,140,18,embed_pca_key,0.5933235328348778,61934
Building,audited,noise_10pct_0p6tau_m,7,0.9984114366459335,0.998046875,0.001953125,0.19350324996048585,37076,0,15,35.0,36.20703125,176,0,embed_pca_key,0.5932075679672563,43465
Building,audited,noise_50pct_1p4tau_m,7,0.8449258037837487,0.814453125,0.185546875,0.19663158297771588,37076,0,19,36.0,36.20703125,85,54,embed_pca_key,0.5932028368647158,43465
Building,audited,legacy_noise_50pct_1p4degrees,7,0.8499658831047294,0.8212890625,0.1787109375,0.20560754201142117,41915,0,19,41.0,40.9326171875,83,38,embed_pca_key,0.019606521866255198,48304
Building,audited,compound_metric,7,0.8733137038869969,0.8447265625,0.1552734375,0.12248762499075383,21638,0,6,21.0,21.130859375,63,57,embed_pca_key,0.5914296274893694,26090
Building,audited,vertex_delete_30pct,8,0.9896910328494462,0.9873046875,0.0126953125,0.16909641597885638,28028,0,10,26.0,27.37109375,131,2,embed_pca_key,0.596737108224779,34417
Building,audited,vertex_delete_50pct,8,0.929309268519847,0.9130859375,0.0869140625,0.16285229101777077,22418,0,8,20.0,21.892578125,124,31,embed_pca_key,0.597875339974555,28807
Building,audited,object_delete_30pct,8,1.0,1.0,0.0,0.1321322080329992,26625,0,10,25.0,26.0009765625,147,1,embed_pca_key,0.5883371826591419,31200
Building,audited,object_delete_90pct,8,0.9060898622983342,0.8857421875,0.1142578125,0.019388499960768968,3467,67,0,3.0,3.3857421875,28,68,embed_pca_key,0.5764955251857267,4066
Building,audited,vertex_add_10pct,8,0.9992072927806908,0.9990234375,0.0009765625,0.18698808399494737,40777,0,14,38.0,39.8212890625,192,0,embed_pca_key,0.5926687880304358,47166
Building,audited,vertex_add_30pct,8,0.9928517826066742,0.9912109375,0.0087890625,0.20311983302235603,48090,0,25,46.0,46.962890625,168,3,embed_pca_key,0.592733655299597,54479
Building,audited,vertex_add_50pct,8,0.9507166227934207,0.939453125,0.060546875,0.23577437503263354,55485,0,30,53.0,54.1845703125,148,20,embed_pca_key,0.5930097474849624,61874
Building,audited,noise_10pct_0p6tau_m,8,0.998416467731765,0.998046875,0.001953125,0.19048070802818984,37076,0,16,35.0,36.20703125,172,2,embed_pca_key,0.5932094395185961,43465
Building,audited,noise_50pct_1p4tau_m,8,0.8729242689879139,0.8447265625,0.1552734375,0.18358512502163649,37076,0,18,36.0,36.20703125,67,52,embed_pca_key,0.5932089424488245,43465
Building,audited,legacy_noise_50pct_1p4degrees,8,0.8735108409956792,0.8447265625,0.1552734375,0.19742541597224772,41855,0,20,41.0,40.8740234375,93,40,embed_pca_key,0.024311713069655627,48244
Building,audited,compound_metric,8,0.8709374648091806,0.8427734375,0.1572265625,0.12360666698077694,21522,0,6,21.0,21.017578125,62,50,embed_pca_key,0.60729255550702,25999
Building,audited,vertex_delete_30pct,9,0.98582403713536,0.982421875,0.017578125,0.1826224169926718,27959,0,9,26.0,27.3037109375,134,9,embed_pca_key,0.5939248447298666,34348
Building,audited,vertex_delete_50pct,9,0.9238095238095239,0.90625,0.09375,0.17267208395060152,22307,0,5,21.0,21.7841796875,130,33,embed_pca_key,0.5970544746048575,28696
Building,audited,object_delete_30pct,9,0.9976212494588167,0.9970703125,0.0029296875,0.16173904202878475,25817,0,7,24.0,25.2119140625,152,1,embed_pca_key,0.5951625092788538,30276
Building,audited,object_delete_90pct,9,0.9206349206349206,0.90234375,0.09765625,0.022898124996572733,3601,48,0,3.0,3.5166015625,21,72,embed_pca_key,0.5439404436278639,4225
Building,audited,vertex_add_10pct,9,0.9992072927806908,0.9990234375,0.0009765625,0.1933316249633208,40805,0,19,38.0,39.8486328125,191,0,embed_pca_key,0.5931683606302912,47194
Building,audited,vertex_add_30pct,9,0.9912770761713202,0.9892578125,0.0107421875,0.20639195898547769,48215,0,25,46.0,47.0849609375,167,6,embed_pca_key,0.5928298050451903,54604
Building,audited,vertex_add_50pct,9,0.9514744679697927,0.9404296875,0.0595703125,0.22079416597262025,55685,0,29,54.0,54.3798828125,139,18,embed_pca_key,0.5921390257301591,62074
Building,audited,noise_10pct_0p6tau_m,9,0.998416467731765,0.998046875,0.001953125,0.19326612498844042,37076,0,16,35.0,36.20703125,172,1,embed_pca_key,0.5932087504352019,43465
Building,audited,noise_50pct_1p4tau_m,9,0.8800386838692849,0.8544921875,0.1455078125,0.18187929200939834,37076,0,20,36.0,36.20703125,81,46,embed_pca_key,0.593206512421241,43465
Building,audited,legacy_noise_50pct_1p4degrees,9,0.8521605190818129,0.8203125,0.1796875,0.20291975000873208,41849,0,22,41.0,40.8681640625,93,51,embed_pca_key,0.012462344530801906,48238
Building,audited,compound_metric,9,0.8507760169179007,0.818359375,0.181640625,0.12063124997075647,21628,0,8,20.5,21.12109375,65,71,embed_pca_key,0.5940271310585723,26107
Building,audited,vertex_delete_30pct,10,0.9913120913931104,0.9892578125,0.0107421875,0.16597170900786296,27962,0,11,26.0,27.306640625,128,9,embed_pca_key,0.5945164373566741,34351
Building,audited,vertex_delete_50pct,10,0.9171488764276124,0.896484375,0.103515625,0.1670377500122413,22255,0,6,20.0,21.7333984375,131,40,embed_pca_key,0.5948722803246937,28644
Building,audited,object_delete_30pct,10,0.998416467731765,0.998046875,0.001953125,0.1354999999748543,26306,0,5,24.0,25.689453125,146,0,embed_pca_key,0.5838237427828722,30831
Building,audited,object_delete_90pct,10,0.9161438278427011,0.896484375,0.103515625,0.021927875000983477,3916,36,0,3.0,3.82421875,17,75,embed_pca_key,0.5925444776358779,4561
Building,audited,vertex_add_10pct,10,0.9976212494588167,0.9970703125,0.0029296875,0.21027412498369813,40768,0,16,38.0,39.8125,196,1,embed_pca_key,0.5925451576243489,47157
Building,audited,vertex_add_30pct,10,0.9913120913931104,0.9892578125,0.0107421875,0.21421975002158433,48153,0,21,46.0,47.0244140625,170,2,embed_pca_key,0.5934982710087097,54542
Building,audited,vertex_add_50pct,10,0.9507936507936507,0.939453125,0.060546875,0.2250163329881616,55587,0,27,54.0,54.2841796875,146,13,embed_pca_key,0.5923297602828879,61976
Building,audited,noise_10pct_0p6tau_m,10,0.9976275174167505,0.9970703125,0.0029296875,0.18824133300222456,37076,0,14,35.0,36.20703125,181,1,embed_pca_key,0.5932098495499334,43465
Building,audited,noise_50pct_1p4tau_m,10,0.8671464632835068,0.8369140625,0.1630859375,0.18810729100368917,37076,0,16,36.0,36.20703125,90,46,embed_pca_key,0.5932125091088226,43465
Building,audited,legacy_noise_50pct_1p4degrees,10,0.8617150345297562,0.8330078125,0.1669921875,0.20566958299605176,41811,0,23,41.0,40.8310546875,81,40,embed_pca_key,0.011956445470517642,48200
Building,audited,compound_metric,10,0.8569168222168123,0.82421875,0.17578125,0.12196070799836889,21410,0,7,21.0,20.908203125,58,63,embed_pca_key,0.5915772636498583,25832
Landuse,audited,no_attack,0,1.0,1.0,0.0,0.13559133402304724,40431,0,22,39.0,39.4833984375,337,1,embed_pca_key,0.7793776250035105,43939
Landuse,audited,crop_half_centroids,0,0.9992072927806908,0.9990234375,0.0009765625,0.06499295798130333,21203,0,7,20.0,20.7060546875,199,1,embed_pca_key,0.358051264980677,22951
Landuse,audited,rotation_45,0,0.9952380952380953,0.994140625,0.005859375,0.1329836249933578,41076,0,21,39.0,40.11328125,337,0,pca_++,0.7793776250035103,43939
Landuse,audited,rotation_90,0,1.0,1.0,0.0,0.13365016598254442,40431,0,22,39.0,39.4833984375,337,1,pca_++,0.7793776250035105,43939
Landuse,audited,rotation_135,0,0.9960352061369425,0.9951171875,0.0048828125,0.13284383300924674,41076,0,21,39.0,40.11328125,337,0,pca_++,0.7793776250035103,43939
Landuse,audited,rotation_180,0,1.0,1.0,0.0,0.1282595829688944,40431,0,21,39.0,39.4833984375,336,1,embed_pca_key,0.7793776250035105,43939
Landuse,audited,rotation_225,0,0.9952380952380953,0.994140625,0.005859375,0.13310712500242516,41196,0,21,39.0,40.23046875,336,0,pca_++,0.77937762500351,43939
Landuse,audited,rotation_270,0,1.0,1.0,0.0,0.12772870901972055,40431,0,22,39.0,39.4833984375,337,1,pca_++,0.7793776250035107,43939
Landuse,audited,rotation_315,0,0.9952380952380953,0.994140625,0.005859375,0.1340973330079578,41108,0,21,39.0,40.14453125,336,1,pca_++,0.7793776250035112,43939
Landuse,audited,translation_10,0,1.0,1.0,0.0,0.13127858296502382,40431,0,21,39.0,39.4833984375,336,1,embed_pca_key,0.7793776250035108,43939
Landuse,audited,scale_0p5,0,1.0,1.0,0.0,0.13471512496471405,40431,0,21,39.0,39.4833984375,337,0,embed_pca_key,0.7793776250035105,43939
Landuse,audited,reverse_vertices,0,1.0,1.0,0.0,0.12372341699665412,40431,0,22,39.0,39.4833984375,337,1,embed_pca_key,0.7793776250035115,43939
Landuse,audited,reverse_objects,0,1.0,1.0,0.0,0.13127749995328486,40431,0,22,39.0,39.4833984375,337,1,embed_pca_key,0.7793776250035106,43939
Landuse,audited,vertex_delete_30pct,1,0.9976174711631861,0.9970703125,0.0029296875,0.11408783297520131,29315,0,11,28.0,28.6279296875,197,5,embed_pca_key,0.7792653828773635,32823
Landuse,audited,vertex_delete_50pct,1,0.9401583265183349,0.9267578125,0.0732421875,0.1013172089587897,21937,0,8,21.0,21.4228515625,106,36,embed_pca_key,0.779305746471934,25445
Landuse,audited,object_delete_30pct,1,1.0,1.0,0.0,0.09394737501861528,28615,0,11,27.0,27.9443359375,249,0,embed_pca_key,0.7783734656628091,31058
Landuse,audited,object_delete_90pct,1,0.9166007657024815,0.8974609375,0.1025390625,0.014971790951676667,4075,21,0,4.0,3.9794921875,37,82,embed_pca_key,0.7565113481583656,4432
Landuse,audited,vertex_add_10pct,1,0.9992060340153568,0.9990234375,0.0009765625,0.13816729094833136,44472,0,23,43.0,43.4296875,313,0,embed_pca_key,0.7804768514131537,47980
Landuse,audited,vertex_add_30pct,1,0.9872826467470138,0.984375,0.015625,0.15377404203172773,52584,0,31,51.0,51.3515625,260,7,embed_pca_key,0.780240067466796,56092
Landuse,audited,vertex_add_50pct,1,0.9551164718229262,0.9453125,0.0546875,0.16462991700973362,60583,0,36,59.0,59.1630859375,214,12,embed_pca_key,0.7792620255353809,64091
Landuse,audited,noise_10pct_0p6tau_m,1,0.9992060340153568,0.9990234375,0.0009765625,0.13698808301705867,40431,0,21,39.0,39.4833984375,280,0,embed_pca_key,0.7793775858825487,43939
Landuse,audited,noise_50pct_1p4tau_m,1,0.8653455131581009,0.8349609375,0.1650390625,0.13101083401124924,40431,0,23,39.0,39.4833984375,97,33,embed_pca_key,0.779377783650588,43939
Landuse,audited,legacy_noise_50pct_1p4degrees,1,0.8467715586730746,0.81640625,0.18359375,0.13971470802789554,43085,0,23,42.0,42.0751953125,111,44,embed_pca_key,0.019220554334181354,46593
Landuse,audited,compound_metric,1,0.8758961700666398,0.8466796875,0.1533203125,0.09245916700456291,22292,0,10,21.0,21.76953125,97,57,embed_pca_key,0.7771153869067857,24726
Landuse,audited,vertex_delete_30pct,2,0.9960289083110154,0.9951171875,0.0048828125,0.1152630839496851,29346,0,14,28.0,28.658203125,192,5,embed_pca_key,0.7783642647969927,32854
Landuse,audited,vertex_delete_50pct,2,0.9498833735417496,0.9384765625,0.0615234375,0.10326095897471532,22119,0,9,21.0,21.6005859375,124,31,embed_pca_key,0.7772444125689071,25627
Landuse,audited,object_delete_30pct,2,1.0,1.0,0.0,0.09158175002085045,27643,0,10,26.0,26.9951171875,229,1,embed_pca_key,0.7759645227482828,30080
Landuse,audited,object_delete_90pct,2,0.9172807527862713,0.8974609375,0.1025390625,0.01688366598682478,4180,24,0,4.0,4.08203125,34,72,embed_pca_key,0.800019251380746,4549
Landuse,audited,vertex_add_10pct,2,0.9992060340153568,0.9990234375,0.0009765625,0.1410191660397686,44524,0,22,43.0,43.48046875,308,0,embed_pca_key,0.7791661273973989,48032
Landuse,audited,vertex_add_30pct,2,0.9904925275116716,0.98828125,0.01171875,0.15310808300273493,52534,0,30,51.0,51.302734375,254,3,embed_pca_key,0.7799617012637384,56042
Landuse,audited,vertex_add_50pct,2,0.9624549632430844,0.9541015625,0.0458984375,0.16741629200987518,60628,0,35,59.0,59.20703125,217,20,embed_pca_key,0.7793115295508694,64136
Landuse,audited,noise_10pct_0p6tau_m,2,0.9984114366459335,0.998046875,0.001953125,0.13203320797765628,40431,0,20,39.0,39.4833984375,282,1,embed_pca_key,0.7793776486200342,43939
Landuse,audited,noise_50pct_1p4tau_m,2,0.8661256556113397,0.8369140625,0.1630859375,0.13361991703277454,40431,0,21,39.0,39.4833984375,116,41,embed_pca_key,0.7793778221077857,43939
Landuse,audited,legacy_noise_50pct_1p4degrees,2,0.8560553841723788,0.8271484375,0.1728515625,0.13672320899786428,43052,0,22,42.0,42.04296875,126,32,embed_pca_key,0.04736830329722077,46560
Landuse,audited,compound_metric,2,0.8864180715112386,0.8603515625,0.1396484375,0.08786924998275936,22684,0,4,22.0,22.15234375,87,50,embed_pca_key,0.7841857280240908,25137
Landuse,audited,vertex_delete_30pct,3,0.9968216095175163,0.99609375,0.00390625,0.11375850002514198,29388,0,12,28.0,28.69921875,193,3,embed_pca_key,0.7775236393731968,32896
Landuse,audited,vertex_delete_50pct,3,0.9399789610622636,0.92578125,0.07421875,0.09901841700775549,22174,0,5,21.0,21.654296875,110,29,embed_pca_key,0.7752394404785276,25682
Landuse,audited,object_delete_30pct,3,1.0,1.0,0.0,0.08989937498699874,27557,0,11,26.0,26.9111328125,227,1,embed_pca_key,0.7850130422582043,29978
Landuse,audited,object_delete_90pct,3,0.9111277504168527,0.8896484375,0.1103515625,0.015429624996613711,3868,19,0,4.0,3.77734375,34,97,embed_pca_key,0.7880476703899834,4206
Landuse,audited,vertex_add_10pct,3,0.9992060340153568,0.9990234375,0.0009765625,0.14509883301798254,44595,0,25,43.0,43.5498046875,317,0,embed_pca_key,0.7793805369983271,48103
Landuse,audited,vertex_add_30pct,3,0.9920773155556903,0.990234375,0.009765625,0.1626957090338692,52549,0,29,51.0,51.3173828125,256,4,embed_pca_key,0.7792392920742496,56057
Landuse,audited,vertex_add_50pct,3,0.959257438448257,0.9501953125,0.0498046875,0.16800795897142962,60637,0,36,59.0,59.2158203125,208,8,embed_pca_key,0.7790582898226155,64145
Landuse,audited,noise_10pct_0p6tau_m,3,1.0,1.0,0.0,0.13372729200636968,40431,0,19,39.0,39.4833984375,287,1,embed_pca_key,0.7793776663512101,43939
Landuse,audited,noise_50pct_1p4tau_m,3,0.8679279761107905,0.8388671875,0.1611328125,0.13426958402851596,40431,0,19,39.0,39.4833984375,119,43,embed_pca_key,0.7793782084452123,43939
Landuse,audited,legacy_noise_50pct_1p4degrees,3,0.8666311694058437,0.837890625,0.162109375,0.1423442920204252,43035,0,24,42.0,42.0263671875,132,44,embed_pca_key,0.03440802040903249,46543
Landuse,audited,compound_metric,3,0.8811421524743831,0.853515625,0.146484375,0.08909124997444451,23468,0,8,22.5,22.91796875,107,54,embed_pca_key,0.7828344499161122,25986
Landuse,audited,vertex_delete_30pct,4,0.9920935752286245,0.990234375,0.009765625,0.11736175004625693,29287,0,10,28.0,28.6005859375,202,10,embed_pca_key,0.7782893652973074,32795
Landuse,audited,vertex_delete_50pct,4,0.9387210191307636,0.923828125,0.076171875,0.10181108402321115,22146,0,5,21.0,21.626953125,133,43,embed_pca_key,0.7766352027267504,25654
Landuse,audited,object_delete_30pct,4,1.0,1.0,0.0,0.09591799997724593,28841,0,12,28.0,28.1650390625,246,0,embed_pca_key,0.7855485102765991,31322
Landuse,audited,object_delete_90pct,4,0.9241809953301248,0.90625,0.09375,0.016846625017933547,4300,18,0,4.0,4.19921875,34,87,embed_pca_key,0.7643447208075271,4672
Landuse,audited,vertex_add_10pct,4,1.0,1.0,0.0,0.14028254197910428,44517,0,23,43.0,43.4736328125,314,0,embed_pca_key,0.779537922795871,48025
Landuse,audited,vertex_add_30pct,4,0.9944491628150685,0.9931640625,0.0068359375,0.15470070904120803,52587,0,29,51.0,51.3544921875,268,4,embed_pca_key,0.779411396345793,56095
Landuse,audited,vertex_add_50pct,4,0.955746652722666,0.9462890625,0.0537109375,0.16596266702981666,60545,0,35,59.0,59.1259765625,220,10,embed_pca_key,0.7800218393925163,64053
Landuse,audited,noise_10pct_0p6tau_m,4,0.9992060340153568,0.9990234375,0.0009765625,0.13396270800149068,40431,0,22,39.0,39.4833984375,281,0,embed_pca_key,0.7793775753412735,43939
Landuse,audited,noise_50pct_1p4tau_m,4,0.8720279053394634,0.84375,0.15625,0.15682299999753013,40431,0,17,39.0,39.4833984375,114,42,embed_pca_key,0.7793778006504798,43939
Landuse,audited,legacy_noise_50pct_1p4degrees,4,0.8630269793525858,0.8310546875,0.1689453125,0.13930741598596796,43097,0,25,42.0,42.0869140625,118,43,embed_pca_key,0.03130251240301775,46605
Landuse,audited,compound_metric,4,0.8807439180358011,0.8515625,0.1484375,0.08558800001628697,22172,0,8,22.0,21.65234375,93,47,embed_pca_key,0.7711222423316201,24612
Landuse,audited,vertex_delete_30pct,5,0.9936507936507937,0.9921875,0.0078125,0.12053733394714072,29330,0,9,28.0,28.642578125,199,3,embed_pca_key,0.7796701578791347,32838
Landuse,audited,vertex_delete_50pct,5,0.9355635236893614,0.9208984375,0.0791015625,0.10247416701167822,22007,0,5,21.0,21.4912109375,116,28,embed_pca_key,0.7786669473067057,25515
Landuse,audited,object_delete_30pct,5,0.9992072927806908,0.9990234375,0.0009765625,0.09352637501433492,27561,0,12,26.0,26.9150390625,236,0,embed_pca_key,0.7882953746888243,29998
Landuse,audited,object_delete_90pct,5,0.9217463305935938,0.9033203125,0.0966796875,0.013953540998045355,3879,23,0,4.0,3.7880859375,34,84,embed_pca_key,0.7960148526712768,4236
Landuse,audited,vertex_add_10pct,5,1.0,1.0,0.0,0.1423713339609094,44533,0,22,43.0,43.4892578125,314,1,embed_pca_key,0.7796049420046214,48041
Landuse,audited,vertex_add_30pct,5,0.9960352061369425,0.9951171875,0.0048828125,0.15425958298146725,52601,0,26,51.0,51.3681640625,254,1,embed_pca_key,0.7791105538696895,56109
Landuse,audited,vertex_add_50pct,5,0.9555555555555556,0.9453125,0.0546875,0.16612691699992865,60693,0,37,59.0,59.2705078125,202,16,embed_pca_key,0.7795326911366243,64201
Landuse,audited,noise_10pct_0p6tau_m,5,0.9984126984126984,0.998046875,0.001953125,0.13536020898027346,40431,0,21,39.0,39.4833984375,283,0,embed_pca_key,0.7793777592251402,43939
Landuse,audited,noise_50pct_1p4tau_m,5,0.8698138600422539,0.8427734375,0.1572265625,0.13296712504234165,40431,0,22,39.0,39.4833984375,128,46,embed_pca_key,0.7793783210055611,43939
Landuse,audited,legacy_noise_50pct_1p4degrees,5,0.8576859658565167,0.8291015625,0.1708984375,0.14229879202321172,43060,0,22,42.0,42.05078125,123,36,embed_pca_key,0.018884455499371174,46568
Landuse,audited,compound_metric,5,0.8880066343634093,0.8623046875,0.1376953125,0.08822495798813179,22017,0,9,21.0,21.5009765625,88,47,embed_pca_key,0.7751969698854331,24439
Landuse,audited,vertex_delete_30pct,6,0.9960289083110154,0.9951171875,0.0048828125,0.11944262497127056,29267,0,10,28.0,28.5810546875,194,4,embed_pca_key,0.7788326693151612,32775
Landuse,audited,vertex_delete_50pct,6,0.9422037664491533,0.9287109375,0.0712890625,0.10300100001040846,22007,0,8,21.0,21.4912109375,112,29,embed_pca_key,0.7789032345176803,25515
Landuse,audited,object_delete_30pct,6,1.0,1.0,0.0,0.09531916701234877,28510,0,12,27.0,27.841796875,245,1,embed_pca_key,0.7830319200848082,30971
Landuse,audited,object_delete_90pct,6,0.8976752871028356,0.8720703125,0.1279296875,0.013202917005401105,3988,24,0,4.0,3.89453125,34,104,embed_pca_key,0.7539477675216091,4304
Landuse,audited,vertex_add_10pct,6,0.9992060340153568,0.9990234375,0.0009765625,0.14241904095979407,44488,0,22,43.0,43.4453125,302,0,embed_pca_key,0.7793401894830208,47996
Landuse,audited,vertex_add_30pct,6,0.9976174711631861,0.9970703125,0.0029296875,0.15247675002319738,52699,0,29,51.0,51.4638671875,269,3,embed_pca_key,0.7797131067878795,56207
Landuse,audited,vertex_add_50pct,6,0.9538264931077917,0.943359375,0.056640625,0.1675898339599371,60650,0,37,59.0,59.228515625,210,15,embed_pca_key,0.7796499354029703,64158
Landuse,audited,noise_10pct_0p6tau_m,6,0.9992060340153568,0.9990234375,0.0009765625,0.1321776660042815,40431,0,18,39.0,39.4833984375,282,0,embed_pca_key,0.7793775971515396,43939
Landuse,audited,noise_50pct_1p4tau_m,6,0.8650793650793651,0.833984375,0.166015625,0.13430175004759803,40431,0,23,39.0,39.4833984375,114,39,embed_pca_key,0.7793776357371813,43939
Landuse,audited,legacy_noise_50pct_1p4degrees,6,0.8546805084090671,0.8232421875,0.1767578125,0.13861574995098636,43090,0,23,42.0,42.080078125,114,36,embed_pca_key,0.05039568413247323,46598
Landuse,audited,compound_metric,6,0.8706248024107489,0.841796875,0.158203125,0.09116608399199322,22806,0,9,22.0,22.271484375,97,55,embed_pca_key,0.7844291964177597,25269
Landuse,audited,vertex_delete_30pct,7,0.9960439816748191,0.9951171875,0.0048828125,0.12031374999787658,29400,0,12,28.0,28.7109375,190,4,embed_pca_key,0.7786083359490337,32908
Landuse,audited,vertex_delete_50pct,7,0.9497354911348205,0.9384765625,0.0615234375,0.10349495796253905,22192,0,9,21.0,21.671875,118,35,embed_pca_key,0.778744562898246,25700
Landuse,audited,object_delete_30pct,7,0.9992060340153568,0.9990234375,0.0009765625,0.09781004203250632,28573,0,11,27.0,27.9033203125,251,0,embed_pca_key,0.7714500019529916,31026
Landuse,audited,object_delete_90pct,7,0.9177261142465745,0.8984375,0.1015625,0.015142208023462445,4096,18,0,4.0,4.0,40,76,embed_pca_key,0.7766870005829883,4441
Landuse,audited,vertex_add_10pct,7,1.0,1.0,0.0,0.14196350000565872,44429,0,20,43.0,43.3876953125,310,0,embed_pca_key,0.7800023199970995,47937
Landuse,audited,vertex_add_30pct,7,0.9936758616324979,0.9921875,0.0078125,0.15788912499556318,52570,0,31,51.0,51.337890625,259,6,embed_pca_key,0.7789282242263866,56078
Landuse,audited,vertex_add_50pct,7,0.9655697123667157,0.9580078125,0.0419921875,0.16743520798627287,60600,0,38,58.0,59.1796875,198,11,embed_pca_key,0.7799588115592011,64108
Landuse,audited,noise_10pct_0p6tau_m,7,0.998416467731765,0.998046875,0.001953125,0.1397020000149496,40431,0,19,39.0,39.4833984375,283,3,embed_pca_key,0.779377438434717,43939
Landuse,audited,noise_50pct_1p4tau_m,7,0.8644437068212841,0.833984375,0.166015625,0.134213124983944,40431,0,20,39.0,39.4833984375,117,40,embed_pca_key,0.7793780895869165,43939
Landuse,audited,legacy_noise_50pct_1p4degrees,7,0.8696565534786727,0.841796875,0.158203125,0.1379266669973731,43042,0,21,42.0,42.033203125,121,35,embed_pca_key,0.04414932474800318,46550
Landuse,audited,compound_metric,7,0.8775360348869248,0.8505859375,0.1494140625,0.09855787496780977,22692,0,7,22.0,22.16015625,81,45,embed_pca_key,0.7809284187099589,25138
Landuse,audited,vertex_delete_30pct,8,0.9944403454588447,0.9931640625,0.0068359375,0.1169835000182502,29419,0,15,28.0,28.7294921875,193,1,embed_pca_key,0.7787847414500488,32927
Landuse,audited,vertex_delete_50pct,8,0.947877943928333,0.935546875,0.064453125,0.09989462496014312,22230,0,9,21.0,21.708984375,108,26,embed_pca_key,0.7771477063758484,25738
Landuse,audited,object_delete_30pct,8,0.9992060340153568,0.9990234375,0.0009765625,0.09725458401953802,28043,0,12,27.0,27.3857421875,222,0,embed_pca_key,0.7770712017143357,30536
Landuse,audited,object_delete_90pct,8,0.898645105261295,0.876953125,0.123046875,0.012753334012813866,3004,55,0,3.0,2.93359375,28,93,embed_pca_key,0.8025808488129083,3302
Landuse,audited,vertex_add_10pct,8,1.0,1.0,0.0,0.14013491699006408,44465,0,21,42.0,43.4228515625,312,0,embed_pca_key,0.7790435135045525,47973
Landuse,audited,vertex_add_30pct,8,0.9944604459328878,0.9931640625,0.0068359375,0.15741066704504192,52437,0,32,50.0,51.2080078125,277,6,embed_pca_key,0.7790565269077533,55945
Landuse,audited,vertex_add_50pct,8,0.9554488014067601,0.9443359375,0.0556640625,0.1672046669991687,60532,0,33,59.0,59.11328125,211,25,embed_pca_key,0.7803987657430711,64040
Landuse,audited,noise_10pct_0p6tau_m,8,1.0,1.0,0.0,0.13194491696776822,40431,0,21,39.0,39.4833984375,290,1,embed_pca_key,0.779377667803282,43939
Landuse,audited,noise_50pct_1p4tau_m,8,0.8901354609697292,0.8671875,0.1328125,0.13845779199618846,40431,0,21,39.0,39.4833984375,119,40,embed_pca_key,0.7793780585478997,43939
Landuse,audited,legacy_noise_50pct_1p4degrees,8,0.8593165475406546,0.8310546875,0.1689453125,0.13755341700743884,43095,0,19,42.0,42.0849609375,130,44,embed_pca_key,0.03847635850772161,46603
Landuse,audited,compound_metric,8,0.8850121736057547,0.8583984375,0.1416015625,0.08700162498280406,22193,0,9,21.0,21.6728515625,93,63,embed_pca_key,0.7770574302903688,24610
Landuse,audited,vertex_delete_30pct,9,0.9944403454588447,0.9931640625,0.0068359375,0.11607562494464219,29322,0,11,28.0,28.634765625,197,3,embed_pca_key,0.7782460594290534,32830
Landuse,audited,vertex_delete_50pct,9,0.9465830042156109,0.93359375,0.06640625,0.10512387502240017,21963,0,9,21.0,21.4482421875,105,33,embed_pca_key,0.7774915638996789,25471
Landuse,audited,object_delete_30pct,9,1.0,1.0,0.0,0.09967170900199562,29067,0,12,27.0,28.3857421875,235,0,embed_pca_key,0.7803853371623394,31559
Landuse,audited,object_delete_90pct,9,0.9024288781861604,0.880859375,0.119140625,0.01402179099386558,3374,58,0,3.0,3.294921875,27,92,embed_pca_key,0.753043727030378,3689
